2930, 0.70000
2940, 0.75000
2950, 0.65000
2960, 0.75000
2970, 0.85000
2980, 0.50000
2990, 0.85000
3000, 0.60000
3010, 0.70000
3020, 0.90000
3030, 0.65000
3040, 0.75000
3050, 0.90000
3060, 0.70000
3070, 0.80000
3080, 0.85000
3090, 0.60000
3100, 0.75000
3110, 0.85000
3120, 0.65000
3130, 0.80000
3140, 0.80000
3150, 0.80000
3160, 0.80000
3170, 0.85000
3180, 0.80000
3190, 0.80000
3200, 0.75000
3210, 0.75000
3220, 0.70000
3230, 0.70000
3240, 0.75000
3250, 0.80000
3260, 0.60000
3270, 0.80000
3280, 0.80000
3290, 0.65000
3300, 0.70000
3310, 0.80000
3320, 0.65000
3330, 0.70000
3340, 0.75000
3350, 0.80000
3360, 0.80000
3370, 0.65000
3380, 0.80000
3390, 0.80000
3400, 0.90000
3410, 0.80000
3420, 0.80000
3430, 0.80000
3440, 0.85000
3450, 0.85000
3460, 0.75000
3470, 0.90000
3480, 0.75000
3490, 0.85000
3500, 0.85000
3510, 0.95000
3520, 0.85000
3530, 0.90000
3540, 0.80000
3550, 0.75000
3560, 0.90000
3570, 0.95000
3580, 0.90000
3590, 0.75000
3600, 0.90000
3610, 0.80000
3620, 0.85000
3630, 0.80000
3640, 0.90000
3650, 0.95000
3660, 0.65000
3670, 0.85000
3680, 0.90000
3690, 0.90000
3700, 0.75000
3710, 0.75000
3720, 0.90000
3730, 0.80000
3740, 0.90000
3750, 0.75000
3760, 0.85000
3770, 1.00000
3780, 0.70000
3790, 0.80000
3800, 0.85000
3810, 0.95000
3820, 0.85000
3830, 0.90000
3840, 0.65000
3850, 0.90000
3860, 0.90000
3870, 0.80000
3880, 0.95000
3890, 0.65000
3900, 0.95000
3910, 0.95000
3920, 0.90000
3930, 0.80000
3940, 0.85000
3950, 0.80000
3960, 0.90000
3970, 0.80000
3980, 0.80000
3990, 0.90000
4000, 0.95000
4010, 0.90000
4020, 0.80000
4030, 0.80000
4040, 0.90000
4050, 0.75000
4060, 0.85000
4070, 1.00000
4080, 0.80000
4090, 1.00000
4100, 0.95000
4110, 0.80000
4120, 0.90000
4130, 0.80000
4140, 0.85000
4150, 0.90000
4160, 0.85000
4170, 0.95000
4180, 0.85000
4190, 0.85000
4200, 0.90000
4210, 0.85000
4220, 0.80000
4230, 1.00000
4240, 1.00000
4250, 0.85000
4260, 0.90000
4270, 1.00000
4280, 0.95000
4290, 0.85000
4300, 0.95000
4310, 0.85000
4320, 0.95000
4330, 0.95000
4340, 0.85000
4350, 1.00000
4360, 1.00000
4370, 0.95000
4380, 0.95000
4390, 0.95000
4400, 0.95000
4410, 0.80000
4420, 0.95000
4430, 0.90000
4440, 0.90000
4450, 0.75000
4460, 0.80000
4470, 0.90000
4480, 0.95000
4490, 0.85000
4500, 1.00000
4510, 0.75000
4520, 0.90000
4530, 0.95000
4540, 1.00000
4550, 0.90000
4560, 0.95000
4570, 0.90000
4580, 1.00000
4590, 0.85000
4600, 0.90000
4610, 0.85000
4620, 0.85000
4630, 0.95000
4640, 0.85000
4650, 0.95000
4660, 0.95000
4670, 0.80000
4680, 0.85000
4690, 0.95000
4700, 0.80000
4710, 0.90000
4720, 0.90000
4730, 0.90000
4740, 0.95000
4750, 0.85000
4760, 0.80000
4770, 1.00000
4780, 0.90000
4790, 0.95000
4800, 0.95000
4810, 0.95000
4820, 0.90000
4830, 0.95000
4840, 0.95000
4850, 0.90000
4860, 0.90000
4870, 0.95000
4880, 0.95000
4890, 0.85000
4900, 0.90000
4910, 0.95000
4920, 0.95000
4930, 0.90000
4940, 0.85000
4950, 0.90000
4960, 0.85000
4970, 0.95000
4980, 0.95000
4990, 1.00000
4999, 0.90000
