0, 0.00000
10, 0.00000
20, 0.00000
30, 0.00000
40, 0.00000
50, 0.00000
60, 0.00000
70, 0.10000
80, 0.05000
90, 0.00000
100, 0.05000
110, 0.05000
120, 0.00000
130, 0.00000
140, 0.05000
150, 0.00000
160, 0.00000
170, 0.05000
180, 0.00000
190, 0.00000
200, 0.00000
210, 0.00000
220, 0.00000
230, 0.00000
240, 0.00000
250, 0.00000
260, 0.00000
270, 0.00000
280, 0.00000
290, 0.00000
300, 0.05000
310, 0.00000
320, 0.00000
330, 0.00000
340, 0.00000
350, 0.00000
360, 0.00000
370, 0.05000
380, 0.00000
390, 0.05000
400, 0.00000
410, 0.05000
420, 0.05000
430, 0.00000
440, 0.00000
450, 0.00000
460, 0.05000
470, 0.00000
480, 0.00000
490, 0.05000
500, 0.00000
510, 0.05000
520, 0.05000
530, 0.05000
540, 0.10000
550, 0.00000
560, 0.10000
570, 0.00000
580, 0.05000
590, 0.05000
600, 0.00000
610, 0.05000
620, 0.00000
630, 0.05000
640, 0.10000
650, 0.00000
660, 0.05000
670, 0.10000
680, 0.00000
690, 0.00000
700, 0.05000
710, 0.05000
720, 0.10000
730, 0.05000
740, 0.20000
750, 0.05000
760, 0.05000
770, 0.05000
780, 0.00000
790, 0.05000
800, 0.20000
810, 0.05000
820, 0.15000
830, 0.15000
840, 0.05000
850, 0.05000
860, 0.10000
870, 0.15000
880, 0.10000
890, 0.15000
900, 0.20000
910, 0.20000
920, 0.10000
930, 0.15000
940, 0.00000
950, 0.00000
960, 0.10000
970, 0.25000
980, 0.15000
990, 0.10000
1000, 0.15000
1010, 0.05000
1020, 0.15000
1030, 0.05000
1040, 0.05000
1050, 0.10000
1060, 0.35000
1070, 0.20000
1080, 0.20000
1090, 0.25000
1100, 0.15000
1110, 0.00000
1120, 0.15000
1130, 0.10000
1140, 0.10000
1150, 0.25000
1160, 0.25000
1170, 0.15000
1180, 0.30000
1190, 0.10000
1200, 0.15000
1210, 0.25000
1220, 0.05000
1230, 0.15000
1240, 0.35000
1250, 0.10000
1260, 0.30000
1270, 0.20000
1280, 0.20000
1290, 0.15000
1300, 0.25000
1310, 0.20000
1320, 0.25000
1330, 0.20000
1340, 0.15000
1350, 0.25000
1360, 0.30000
1370, 0.25000
1380, 0.15000
1390, 0.35000
1400, 0.30000
1410, 0.40000
1420, 0.30000
1430, 0.25000
1440, 0.25000
1450, 0.30000
1460, 0.20000
1470, 0.40000
1480, 0.45000
1490, 0.20000
1500, 0.35000
1510, 0.25000
1520, 0.30000
1530, 0.35000
1540, 0.35000
1550, 0.25000
1560, 0.55000
1570, 0.25000
1580, 0.30000
1590, 0.40000
1600, 0.25000
1610, 0.30000
1620, 0.30000
1630, 0.40000
1640, 0.40000
1650, 0.30000
1660, 0.40000
1670, 0.35000
1680, 0.55000
1690, 0.15000
1700, 0.25000
1710, 0.25000
1720, 0.15000
1730, 0.50000
1740, 0.45000
1750, 0.30000
1760, 0.65000
1770, 0.50000
1780, 0.45000
1790, 0.55000
1800, 0.35000
1810, 0.55000
1820, 0.25000
1830, 0.35000
1840, 0.65000
1850, 0.60000
1860, 0.40000
1870, 0.50000
1880, 0.45000
1890, 0.30000
1900, 0.30000
1910, 0.60000
1920, 0.40000
1930, 0.60000
1940, 0.55000
1950, 0.40000
1960, 0.45000
1970, 0.45000
1980, 0.40000
1990, 0.55000
2000, 0.40000
2010, 0.55000
2020, 0.45000
2030, 0.50000
2040, 0.70000
2050, 0.45000
2060, 0.45000
2070, 0.45000
2080, 0.65000
2090, 0.60000
2100, 0.45000
2110, 0.60000
2120, 0.45000
2130, 0.45000
2140, 0.35000
2150, 0.65000
2160, 0.55000
2170, 0.60000
2180, 0.40000
2190, 0.60000
2200, 0.55000
2210, 0.55000
2220, 0.50000
2230, 0.55000
2240, 0.45000
2250, 0.35000
2260, 0.60000
2270, 0.60000
2280, 0.55000
2290, 0.70000
2300, 0.70000
2310, 0.60000
2320, 0.70000
2330, 0.45000
2340, 0.70000
2350, 0.50000
2360, 0.45000
2370, 0.70000
2380, 0.65000
2390, 0.75000
2400, 0.50000
2410, 0.75000
2420, 0.75000
2430, 0.55000
2440, 0.55000
2450, 0.55000
2460, 0.60000
2470, 0.65000
2480, 0.85000
2490, 0.60000
2500, 0.65000
2510, 0.65000
2520, 0.70000
2530, 0.70000
2540, 0.65000
2550, 0.60000
2560, 0.50000
2570, 0.80000
2580, 0.65000
2590, 0.75000
2600, 0.50000
2610, 0.70000
2620, 0.70000
2630, 0.65000
2640, 0.80000
2650, 0.45000
2660, 0.80000
2670, 0.80000
2680, 0.60000
2690, 0.85000
2700, 0.85000
2710, 0.80000
2720, 0.80000
2730, 0.75000
2740, 0.75000
2750, 0.55000
2760, 0.60000
2770, 0.85000
2780, 0.75000
2790, 0.75000
2800, 0.75000
2810, 0.70000
2820, 0.65000
2830, 0.75000
2840, 0.70000
2850, 0.65000
2860, 0.80000
2870, 0.85000
2880, 0.75000
2890, 0.65000
2900, 0.70000
2910, 0.70000
2920, 0.80000
